csid,diary_type,diary_keeper,age_years_part,age_class_part,sex,age_class_cont,part_educ_stat,part_job,shadow_present,shadow_num,fam_rel,share_hh,same_room,share_bed,ever_met,how_often,difficulties_filling_diary,difficulty_comments,record_all_contacts,record_contacts_comments,behaviour_change,behaviour_change_comments,other_comments,dok_year,day,loc_stat,season
996,Picture,Participant,16.9,4,Male,Pre-School,0,Student,0,0,Other relative,No,No,No,Yes,Often,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Pre-School,0,Student,0,0,Sibling,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Adult,0,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Adult,0,Student,0,0,Sibling,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Primary,0,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Older,0,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Pre-School,0,Student,0,0,Other relative,No,No,No,Yes,Often,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Secondary,0,Student,0,0,Other relative,No,No,No,Yes,Rarely,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Adult,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Primary,0,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Secondary,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Older,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Adult,0,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Adult,0,Student,0,0,Other relative,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Secondary,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Adult,0,Student,0,0,Parent,No,No,No,Yes,Often,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Adult,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Primary,0,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Pre-School,0,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Adult,0,Student,0,0,Other relative,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Adult,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Secondary,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Pre-School,0,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Older,0,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Pre-School,0,Student,0,0,Other relative,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Adult,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Pre-School,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Older,0,Student,0,0,Other relative,No,No,No,No,Rarely,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Primary,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Primary,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Pre-School,0,Student,0,0,Other relative,No,No,No,Missing,Missing,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Pre-School,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Adult,0,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Primary,0,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Older,0,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Pre-School,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Primary,0,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Adult,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Primary,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Adult,0,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Adult,0,Student,0,0,Other relative,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Pre-School,0,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
996,Picture,Participant,16.9,4,Male,Pre-School,0,Student,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,1
997,Picture,Participant,16.9,4,Female,Primary,05-Aug,Student,0,0,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,0,0,0
997,Picture,Participant,16.9,4,Female,Secondary,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,0,0,0
997,Picture,Participant,16.9,4,Female,Secondary,05-Aug,Student,0,0,Parent,No,Yes,No,Yes,Regularly,No,none,Yes,none,No,none,none,2012,0,0,0
997,Picture,Participant,16.9,4,Female,Secondary,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,0,0,0
997,Picture,Participant,16.9,4,Female,Infant,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,0,0,0
997,Picture,Participant,16.9,4,Female,Adult,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2012,0,0,0
997,Picture,Participant,16.9,4,Female,Primary,05-Aug,Student,0,0,Sibling,No,Yes,Yes,Yes,Regularly,No,none,Yes,none,No,none,none,2012,0,0,0
997,Picture,Participant,16.9,4,Female,Primary,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2012,0,0,0
997,Picture,Participant,16.9,4,Female,Secondary,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2012,0,0,0
997,Picture,Participant,16.9,4,Female,Adult,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2012,0,0,0
997,Picture,Participant,16.9,4,Female,Pre-School,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,0,0,0
997,Picture,Participant,16.9,4,Female,Secondary,05-Aug,Student,0,0,Parent,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2012,0,0,0
998,Picture,Shadow,5,2,Female,Older,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Primary,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Primary,01-Apr,Student,1,1,Parent,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Pre-School,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Adult,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Pre-School,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Pre-School,01-Apr,Student,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Pre-School,01-Apr,Student,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Older,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Primary,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Adult,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Rarely,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Adult,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Primary,01-Apr,Student,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Pre-School,01-Apr,Student,1,1,Sibling,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Pre-School,01-Apr,Student,1,1,Sibling,Yes,Yes,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Adult,01-Apr,Student,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Adult,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Rarely,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Adult,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Primary,01-Apr,Student,1,1,Sibling,Yes,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Pre-School,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Primary,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Adult,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
998,Picture,Shadow,5,2,Female,Pre-School,01-Apr,Student,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,0,0,1
1000,Picture,Shadow,1.3,2,Female,Infant,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Pre-School,0,Pre-School,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Pre-School,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Older,0,Pre-School,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Pre-School,0,Pre-School,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Pre-School,0,Pre-School,1,1,Parent,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Pre-School,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Adult,0,Pre-School,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Pre-School,0,Pre-School,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Pre-School,0,Pre-School,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Adult,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Secondary,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Adult,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Pre-School,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Older,0,Pre-School,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Adult,0,Pre-School,1,1,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Older,0,Pre-School,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1000,Picture,Shadow,1.3,2,Female,Pre-School,0,Pre-School,1,1,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2012,1,0,0
1003,Picture,Participant,37.9,5,Female,Adult,01-Apr,Business Person,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,0
1003,Picture,Participant,37.9,5,Female,Adult,01-Apr,Business Person,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,0
1003,Picture,Participant,37.9,5,Female,Adult,01-Apr,Business Person,0,0,Offspring,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,0
1003,Picture,Participant,37.9,5,Female,Pre-School,01-Apr,Business Person,0,0,Spouse,No,Yes,Yes,Yes,Regularly,No,None,Yes,None,No,None,No comment,2011,1,0,0
1003,Picture,Participant,37.9,5,Female,Primary,01-Apr,Business Person,0,0,Other relative,Yes,No,No,Missing,Missing,No,None,Yes,None,No,None,No comment,2011,1,0,0
1003,Picture,Participant,37.9,5,Female,Secondary,01-Apr,Business Person,0,0,Offspring,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,0
1003,Picture,Participant,37.9,5,Female,Adult,01-Apr,Business Person,0,0,Other relative,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No comment,2011,1,0,0
1003,Picture,Participant,37.9,5,Female,Primary,01-Apr,Business Person,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,0
1003,Picture,Participant,37.9,5,Female,Pre-School,01-Apr,Business Person,0,0,Other relative,No,No,No,Yes,Often,No,None,Yes,None,No,None,No comment,2011,1,0,0
1003,Picture,Participant,37.9,5,Female,Pre-School,01-Apr,Business Person,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,0
1003,Picture,Participant,37.9,5,Female,Pre-School,01-Apr,Business Person,0,0,Other relative,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,0
1003,Picture,Participant,37.9,5,Female,Adult,01-Apr,Business Person,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,0
1003,Picture,Participant,37.9,5,Female,Primary,01-Apr,Business Person,0,0,Offspring,Yes,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,0
1003,Picture,Participant,37.9,5,Female,Secondary,01-Apr,Business Person,0,0,Other relative,No,No,No,Yes,Daily,No,None,Yes,None,No,None,No comment,2011,1,0,0
1003,Picture,Participant,37.9,5,Female,Pre-School,01-Apr,Business Person,0,0,Other relative,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No comment,2011,1,0,0
1003,Picture,Participant,37.9,5,Female,Secondary,01-Apr,Business Person,0,0,Other relative,Yes,No,No,Missing,Missing,No,None,Yes,None,No,None,No comment,2011,1,0,0
1006,Picture,Shadow,71.9,6,Female,Older,0,Unemployed,1,1,Other relative,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No comments,2011,0,0,1
1006,Picture,Shadow,71.9,6,Female,Older,0,Unemployed,1,1,Other relative,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No comments,2011,0,0,1
1006,Picture,Shadow,71.9,6,Female,Older,0,Unemployed,1,1,Spouse,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No comments,2011,0,0,1
1006,Picture,Shadow,71.9,6,Female,Older,0,Unemployed,1,1,Other relative,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No comments,2011,0,0,1
1006,Picture,Shadow,71.9,6,Female,Adult,0,Unemployed,1,1,Other relative,No,No,No,Yes,Often,No,None,Yes,None,No,None,No comments,2011,0,0,1
1006,Picture,Shadow,71.9,6,Female,Older,0,Unemployed,1,1,Other relative,No,No,No,Yes,Often,No,None,Yes,None,No,None,No comments,2011,0,0,1
1006,Picture,Shadow,71.9,6,Female,Infant,0,Unemployed,1,1,Other relative,No,No,No,Yes,Regularly,No,None,Yes,None,No,None,No comments,2011,0,0,1
1007,Picture,Participant,17.1,4,Male,Primary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Secondary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Secondary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Secondary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Secondary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Secondary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Secondary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Secondary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Primary,05-Aug,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Secondary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Secondary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Secondary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Secondary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Pre-School,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Secondary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Pre-School,05-Aug,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Pre-School,05-Aug,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,none,2011,1,0,1
1007,Picture,Participant,17.1,4,Male,Secondary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Regularly,No,none,Yes,none,No,none,none,2011,1,0,1
1008,Picture,Participant,16,4,Male,Secondary,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Pre-School,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Primary,05-Aug,Student,0,0,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Primary,05-Aug,Student,0,0,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Primary,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Older,05-Aug,Student,0,0,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Adult,05-Aug,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Older,05-Aug,Student,0,0,Parent,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Primary,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Primary,05-Aug,Student,0,0,Sibling,No,Yes,Yes,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Primary,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Pre-School,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Adult,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Pre-School,05-Aug,Student,0,0,Parent,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Secondary,05-Aug,Student,0,0,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Pre-School,05-Aug,Student,0,0,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Primary,05-Aug,Student,0,0,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Pre-School,05-Aug,Student,0,0,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Primary,05-Aug,Student,0,0,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Primary,05-Aug,Student,0,0,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Primary,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Infant,05-Aug,Student,0,0,Sibling,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1008,Picture,Participant,16,4,Male,Adult,05-Aug,Student,0,0,Sibling,No,No,No,Yes,Daily,No,none,Yes,none,No,none,no comment,2012,0,0,0
1009,Picture,Shadow,65.9,6,Female,Older,0,Unemployed,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,Research is good and therefore has to be encouraged,2011,0,0,1
1009,Picture,Shadow,65.9,6,Female,Older,0,Unemployed,1,1,Offspring,No,No,No,Yes,Daily,No,none,Yes,none,No,none,Research is good and therefore has to be encouraged,2011,0,0,1
1009,Picture,Shadow,65.9,6,Female,Infant,0,Unemployed,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,Research is good and therefore has to be encouraged,2011,0,0,1
1009,Picture,Shadow,65.9,6,Female,Pre-School,0,Unemployed,1,1,Other relative,Yes,No,No,Yes,Daily,No,none,Yes,none,No,none,Research is good and therefore has to be encouraged,2011,0,0,1
1009,Picture,Shadow,65.9,6,Female,Adult,0,Unemployed,1,1,Other relative,No,No,No,Yes,Often,No,none,Yes,none,No,none,Research is good and therefore has to be encouraged,2011,0,0,1
1009,Picture,Shadow,65.9,6,Female,Older,0,Unemployed,1,1,Other relative,No,No,No,Yes,Often,No,none,Yes,none,No,none,Research is good and therefore has to be encouraged,2011,0,0,1
1009,Picture,Shadow,65.9,6,Female,Pre-School,0,Unemployed,1,1,Other relative,No,No,No,Yes,Daily,No,none,Yes,none,No,none,Research is good and therefore has to be encouraged,2011,0,0,1
